battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0.0551,1,0.27999999999999997,0,0.0,1,0.54,0.01,0.172,0.7,0.15,0.0169,0.1916,low,0.06,0.01,0.19,1,0,1,0.0
0.1221,0,0.05,0,0.01,1,0.28,0.05,0.139,0.1,0.07,0.1895,0.1976,mid,0.13,0.11,0.1,1,1,1,0.3
0.1,1,0.05,0,0.12,0,0.63,0.06999999999999999,0.179,0.8,0.18,0.1537,0.1761,high,0.11,0.01,0.07,1,0,1,0.3
0.1986,0,0.27,1,0.03,1,0.64,0.02,0.162,0.4,0.2,0.0236,0.152,low,0.05,0.03,0.15,1,1,1,0.1
0.1119,0,0.05,1,0.0,1,0.23,0.04,0.164,0.4,0.01,0.0821,0.0915,high,0.07,0.04,0.07,1,0,0,0.3
0.1699,0,0.05,1,0.01,0,0.59,0.05,0.097,0.4,0.03,0.0466,0.1768,high,0.17,0.1,0.12,1,1,1,0.3
0.1099,0,0.05,0,0.13,1,0.61,0.03,0.146,0.3,0.2,0.0393,0.1096,mid,0.17,0.1,0.03,1,1,1,0.1
0.1576,0,0.26,0,0.07,0,0.58,0.02,0.09,0.3,0.16,0.04,0.0631,low,0.14,0.08,0.13,1,1,1,0.0
0.095,1,0.05,0,0.09,0,0.55,0.01,0.156,0.5,0.1,0.0774,0.0843,low,0.14,0.12,0.13,1,1,0,0.0
0.1081,1,0.25,1,0.13,0,0.49,0.1,0.099,0.3,0.17,0.0284,0.0519,low,0.09,0.01,0.06,1,0,1,0.0
0.0606,0,0.25,0,0.01,1,0.53,0.02,0.146,0.4,0.02,0.0465,0.1152,low,0.19,0.12,0.07,1,0,0,0.0
0.0502,0,0.15,1,0.07,0,0.37,0.02,0.199,0.2,0.12,0.0705,0.181,mid,0.06,0.01,0.14,1,1,0,0.1
0.0957,1,0.06999999999999999,0,0.0,1,0.04,0.01,0.16,0.2,0.0,0.0038,0.1682,mid,0.12,0.04,0.03,1,1,0,0.1
0.1658,1,0.13999999999999999,1,0.0,1,0.38,0.03,0.159,0.5,0.0,0.0051,0.0739,mid,0.12,0.11,0.19,1,0,0,0.2
0.1681,1,0.25,1,0.06,0,0.18,0.03,0.167,0.1,0.07,0.085,0.1005,mid,0.05,0.03,0.2,1,1,1,0.2
0.1983,1,0.05,1,0.03,0,0.43,0.1,0.087,0.6,0.1,0.0349,0.0676,high,0.09,0.04,0.03,1,1,1,0.2
0.1753,0,0.12,0,0.08,1,0.12,0.09,0.113,0.7,0.17,0.0387,0.1595,low,0.17,0.16,0.12,1,1,1,0.1
0.1632,1,0.13999999999999999,0,0.0,0,0.41,0.01,0.132,0.4,0.01,0.0706,0.1623,mid,0.05,0.04,0.15,1,0,0,0.2
0.1949,1,0.13999999999999999,0,0.07,0,0.57,0.03,0.145,0.7,0.11,0.0951,0.1178,low,0.05,0.03,0.19,1,0,0,0.0
0.1696,0,0.16999999999999998,0,0.01,0,0.13,0.09,0.097,0.3,0.02,0.0179,0.0772,low,0.05,0.0,0.04,1,1,1,0.0
0.0688,0,0.25,1,0.0,0,0.57,0.08,0.131,0.7,0.03,0.0426,0.1964,high,0.17,0.01,0.04,1,1,0,0.3
0.1104,0,0.16999999999999998,0,0.01,1,0.6,0.04,0.199,0.2,0.13,0.0653,0.1413,low,0.06,0.0,0.03,1,1,1,0.0
0.1122,0,0.27999999999999997,0,0.0,0,0.28,0.06,0.184,0.3,0.04,0.1578,0.1963,low,0.14,0.1,0.03,1,1,0,0.1
0.0504,1,0.05,1,0.02,1,0.46,0.09,0.172,0.5,0.14,0.028,0.1795,mid,0.13,0.05,0.08,1,0,0,0.1
0.1154,0,0.05,0,0.12,1,0.14,0.06999999999999999,0.156,0.7,0.14,0.0251,0.1801,low,0.08,0.03,0.04,1,1,1,0.0
0.1727,0,0.21000000000000002,0,0.02,1,0.63,0.06,0.085,0.7,0.08,0.1463,0.1992,mid,0.19,0.13,0.07,1,0,1,0.3
0.1674,0,0.27999999999999997,1,0.0,1,0.52,0.02,0.089,0.3,0.07,0.1432,0.1649,mid,0.07,0.0,0.06,1,0,0,0.2
0.1948,0,0.27999999999999997,1,0.05,1,0.18,0.02,0.135,0.2,0.14,0.0477,0.0571,low,0.16,0.02,0.03,1,0,0,0.0
0.1218,1,0.27999999999999997,1,0.03,0,0.39,0.08,0.15,0.7,0.14,0.1122,0.1746,mid,0.1,0.0,0.12,1,0,0,0.1
0.0531,0,0.11000000000000001,0,0.1,0,0.63,0.06999999999999999,0.189,0.7,0.14,0.0145,0.1903,high,0.17,0.01,0.19,1,1,0,0.2
0.1057,0,0.21000000000000002,0,0.04,0,0.05,0.05,0.154,0.5,0.13,0.0416,0.1055,high,0.06,0.04,0.13,1,0,0,0.3
0.0576,0,0.12,0,0.01,0,0.3,0.08,0.162,0.8,0.05,0.0847,0.0893,high,0.11,0.06,0.16,1,1,1,0.2
0.196,1,0.21000000000000002,0,0.01,0,0.07,0.02,0.165,0.7,0.09,0.0868,0.0877,high,0.11,0.09,0.06,1,1,1,0.3
0.0673,1,0.16999999999999998,1,0.03,1,0.22,0.01,0.088,0.1,0.05,0.0594,0.1088,mid,0.07,0.02,0.17,1,1,0,0.1
0.0718,0,0.06999999999999999,1,0.0,1,0.21,0.08,0.088,0.1,0.07,0.0518,0.083,mid,0.17,0.11,0.09,1,0,1,0.1
0.0864,0,0.16999999999999998,0,0.03,1,0.35,0.03,0.103,0.3,0.07,0.0663,0.1805,mid,0.12,0.08,0.13,1,1,1,0.1
0.0547,0,0.19,1,0.01,0,0.37,0.04,0.154,0.5,0.04,0.0371,0.0541,mid,0.17,0.03,0.1,1,1,0,0.1
0.0623,1,0.09,0,0.01,1,0.03,0.01,0.102,0.8,0.07,0.1749,0.1781,high,0.16,0.13,0.03,1,0,1,0.3
0.1793,0,0.06999999999999999,1,0.11,0,0.27,0.04,0.154,0.5,0.13,0.0586,0.0722,low,0.16,0.03,0.19,1,0,1,0.1
0.172,1,0.06999999999999999,1,0.0,0,0.19,0.01,0.137,0.2,0.03,0.0409,0.0646,low,0.13,0.02,0.07,1,0,0,0.1
0.0812,0,0.05,1,0.01,0,0.64,0.1,0.106,0.4,0.07,0.0035,0.1309,high,0.06,0.0,0.02,1,0,0,0.2
0.098,1,0.05,0,0.0,1,0.33,0.09,0.16,0.6,0.0,0.1008,0.1758,mid,0.07,0.05,0.04,1,1,0,0.2
0.0643,0,0.1,0,0.09,1,0.18,0.02,0.187,0.8,0.12,0.0442,0.1079,mid,0.07,0.05,0.18,1,1,1,0.1
0.1925,0,0.3,1,0.0,1,0.16,0.08,0.175,0.8,0.11,0.0983,0.1087,mid,0.07,0.03,0.19,1,1,0,0.2
0.1408,1,0.25,0,0.03,0,0.32,0.01,0.151,0.4,0.06,0.0875,0.0982,high,0.19,0.18,0.03,1,0,0,0.3
0.1522,1,0.06999999999999999,1,0.04,0,0.28,0.02,0.124,0.1,0.05,0.0952,0.1191,low,0.14,0.05,0.17,1,0,1,0.1
0.0587,1,0.25,0,0.16,1,0.51,0.06,0.111,0.1,0.17,0.0244,0.1361,high,0.1,0.04,0.07,1,0,1,0.2
0.1959,0,0.05,1,0.05,0,0.18,0.06999999999999999,0.191,0.6,0.2,0.0065,0.1055,low,0.07,0.04,0.08,1,1,1,0.0
0.1872,0,0.05,1,0.03,0,0.17,0.06999999999999999,0.089,0.6,0.06,0.1749,0.1767,low,0.17,0.03,0.09,1,0,1,0.1
0.1043,1,0.05,0,0.07,0,0.42,0.01,0.111,0.3,0.08,0.0716,0.1626,low,0.16,0.09,0.06,1,1,0,0.0
0.1809,0,0.05,0,0.06,0,0.23,0.06999999999999999,0.123,0.6,0.19,0.0433,0.1661,high,0.12,0.06,0.2,1,1,1,0.3
0.1703,1,0.05,0,0.05,1,0.23,0.02,0.092,0.6,0.07,0.0134,0.0521,low,0.07,0.03,0.17,1,1,0,0.0
0.1095,1,0.05,0,0.04,0,0.45,0.05,0.197,0.1,0.05,0.0179,0.1247,low,0.09,0.01,0.1,1,1,0,0.0
0.1414,0,0.26,0,0.01,0,0.27,0.06,0.137,0.4,0.2,0.0804,0.1564,low,0.05,0.02,0.08,1,0,1,0.0
0.1659,1,0.25,0,0.02,0,0.41,0.01,0.088,0.7,0.18,0.0787,0.1515,low,0.12,0.0,0.09,1,1,1,0.0
0.154,0,0.06999999999999999,1,0.01,0,0.6,0.08,0.197,0.7,0.12,0.0704,0.0822,mid,0.19,0.0,0.02,1,0,1,0.1
0.1342,0,0.1,0,0.0,1,0.31,0.06,0.086,0.7,0.01,0.0991,0.1638,high,0.15,0.05,0.1,1,1,0,0.3
0.1189,1,0.22999999999999998,0,0.13,0,0.08,0.05,0.198,0.3,0.14,0.0379,0.0932,low,0.09,0.06,0.13,1,1,0,0.0
0.0518,1,0.24,0,0.0,1,0.62,0.06,0.128,0.6,0.0,0.0489,0.071,mid,0.16,0.12,0.07,1,1,1,0.1
0.1449,0,0.08,1,0.03,1,0.1,0.02,0.144,0.1,0.12,0.1518,0.1883,low,0.1,0.0,0.08,1,1,1,0.1
0.0516,0,0.11000000000000001,1,0.0,1,0.39,0.04,0.091,0.5,0.07,0.0855,0.1401,low,0.08,0.0,0.1,1,1,1,0.0
0.1569,0,0.08,1,0.08,0,0.59,0.09,0.111,0.3,0.16,0.1261,0.1383,high,0.15,0.02,0.15,1,0,1,0.3
0.1312,1,0.08,1,0.0,0,0.24,0.09,0.156,0.6,0.0,0.0115,0.1791,high,0.14,0.13,0.17,1,1,0,0.3
0.1893,1,0.05,1,0.01,0,0.23,0.01,0.179,0.8,0.03,0.1203,0.1432,mid,0.15,0.07,0.17,1,1,0,0.2
0.1076,0,0.25,0,0.03,0,0.14,0.02,0.105,0.5,0.04,0.0545,0.13,mid,0.07,0.05,0.14,1,0,0,0.1
0.053,1,0.26,0,0.01,0,0.4,0.09,0.118,0.6,0.02,0.0818,0.109,low,0.16,0.11,0.02,1,1,0,0.0
0.1044,1,0.27999999999999997,1,0.07,0,0.33,0.06,0.129,0.4,0.13,0.0042,0.1262,mid,0.17,0.16,0.15,1,0,1,0.1
0.133,0,0.11000000000000001,0,0.11,0,0.37,0.06999999999999999,0.126,0.7,0.2,0.1103,0.1637,mid,0.1,0.01,0.04,1,0,0,0.2
0.1836,0,0.11000000000000001,1,0.0,0,0.14,0.06999999999999999,0.104,0.5,0.01,0.0168,0.1068,mid,0.18,0.06,0.07,1,1,1,0.2
0.1741,1,0.05,0,0.01,1,0.55,0.01,0.14,0.5,0.03,0.0719,0.0755,mid,0.13,0.1,0.07,1,1,1,0.2
0.1869,0,0.26,0,0.0,1,0.3,0.04,0.152,0.1,0.13,0.0163,0.0874,low,0.15,0.03,0.19,1,0,0,0.1
0.1331,0,0.05,0,0.08,0,0.55,0.09,0.146,0.3,0.15,0.1162,0.1531,mid,0.06,0.02,0.11,1,0,1,0.1
0.1655,1,0.05,1,0.06,1,0.04,0.01,0.105,0.3,0.12,0.0626,0.1348,low,0.1,0.03,0.12,1,0,0,0.0
0.0605,0,0.15,0,0.09,1,0.18,0.09,0.162,0.2,0.14,0.0329,0.0656,mid,0.15,0.09,0.08,1,0,0,0.1
0.1245,1,0.06,0,0.02,0,0.3,0.06999999999999999,0.105,0.5,0.03,0.033,0.1434,mid,0.17,0.08,0.07,1,0,0,0.2
0.1709,1,0.08,0,0.08,1,0.58,0.08,0.136,0.2,0.1,0.0956,0.1292,mid,0.18,0.03,0.17,1,0,0,0.2
0.0846,1,0.26,0,0.0,1,0.58,0.01,0.123,0.4,0.15,0.114,0.1983,mid,0.16,0.08,0.13,1,0,0,0.2
0.1403,1,0.25,1,0.03,0,0.62,0.09,0.09,0.4,0.13,0.0217,0.1623,low,0.14,0.13,0.18,1,0,0,0.0
0.0688,1,0.15,0,0.0,0,0.02,0.1,0.089,0.3,0.02,0.0271,0.0869,low,0.05,0.02,0.08,1,1,1,0.0
0.0775,1,0.25,1,0.01,1,0.1,0.01,0.185,0.7,0.14,0.0444,0.1555,mid,0.19,0.03,0.18,1,1,1,0.1
0.1154,0,0.2,0,0.06,1,0.35,0.08,0.159,0.5,0.16,0.1003,0.1827,high,0.16,0.15,0.16,1,0,0,0.3
0.1375,0,0.05,1,0.02,1,0.35,0.01,0.194,0.2,0.03,0.0227,0.0772,mid,0.15,0.13,0.15,1,1,1,0.1
0.1827,1,0.08,0,0.04,0,0.61,0.09,0.13,0.7,0.09,0.0253,0.1764,mid,0.08,0.03,0.07,1,1,1,0.3
0.1697,0,0.05,0,0.0,1,0.6,0.01,0.09,0.4,0.0,0.0088,0.1046,low,0.15,0.01,0.11,1,1,0,0.0
0.0741,0,0.15,0,0.01,0,0.14,0.03,0.178,0.5,0.13,0.0334,0.0594,mid,0.19,0.11,0.09,1,1,1,0.0
0.1672,1,0.05,1,0.13,1,0.32,0.06999999999999999,0.174,0.1,0.2,0.1281,0.1896,low,0.17,0.04,0.2,1,1,0,0.1
0.0514,1,0.06999999999999999,0,0.04,0,0.57,0.01,0.186,0.3,0.07,0.0168,0.132,low,0.06,0.0,0.2,1,1,1,0.0
0.1375,1,0.13,1,0.02,0,0.12,0.01,0.105,0.1,0.13,0.0898,0.1687,high,0.17,0.01,0.12,1,0,0,0.3
0.0989,1,0.18,1,0.04,1,0.55,0.06999999999999999,0.124,0.1,0.12,0.0046,0.1069,mid,0.08,0.05,0.1,1,0,1,0.1
0.151,1,0.25,1,0.11,0,0.47,0.06999999999999999,0.138,0.2,0.13,0.0118,0.117,low,0.18,0.06,0.05,1,0,0,0.0
0.1266,0,0.26,0,0.01,0,0.18,0.04,0.086,0.7,0.02,0.1187,0.1595,low,0.16,0.08,0.03,1,1,1,0.0
0.1396,0,0.24,1,0.0,0,0.46,0.01,0.138,0.7,0.01,0.1191,0.1347,mid,0.07,0.03,0.15,1,0,1,0.2
0.0808,0,0.22999999999999998,0,0.03,0,0.45,0.08,0.161,0.1,0.09,0.0526,0.1324,high,0.15,0.06,0.13,1,1,1,0.3
0.1542,0,0.22999999999999998,0,0.01,0,0.43,0.08,0.182,0.2,0.11,0.0346,0.0966,high,0.14,0.04,0.16,1,0,0,0.3
0.0745,1,0.06,1,0.05,0,0.35,0.08,0.102,0.8,0.1,0.0089,0.1538,mid,0.14,0.01,0.16,1,1,0,0.1
0.1735,1,0.19,1,0.0,1,0.59,0.06999999999999999,0.148,0.6,0.0,0.0137,0.0846,high,0.06,0.01,0.09,1,1,0,0.3
0.0586,0,0.05,1,0.01,0,0.57,0.03,0.188,0.2,0.05,0.1226,0.1389,high,0.15,0.04,0.11,1,1,1,0.3
0.1341,1,0.21000000000000002,1,0.0,0,0.36,0.04,0.107,0.8,0.01,0.0473,0.0574,mid,0.18,0.14,0.15,1,1,0,0.1
0.0781,1,0.13,1,0.01,0,0.64,0.02,0.088,0.2,0.07,0.0368,0.0607,high,0.17,0.1,0.09,1,0,0,0.3
0.0501,1,0.05,1,0.14,0,0.22,0.05,0.174,0.6,0.2,0.0239,0.1636,high,0.17,0.03,0.17,1,0,0,0.2
0.1224,1,0.18,1,0.02,1,0.44,0.02,0.139,0.2,0.09,0.0622,0.0709,low,0.11,0.04,0.14,1,1,1,0.0
0.197,0,0.16,1,0.11,1,0.58,0.03,0.08,0.8,0.19,0.0654,0.0882,mid,0.14,0.12,0.02,1,1,0,0.2
0.0618,1,0.22000000000000003,1,0.0,1,0.63,0.09,0.138,0.2,0.01,0.0853,0.1781,mid,0.14,0.03,0.05,1,1,0,0.2
0.1537,0,0.29,0,0.11,1,0.46,0.08,0.158,0.4,0.17,0.0686,0.1305,high,0.17,0.14,0.02,1,1,1,0.3
0.1018,0,0.22000000000000003,0,0.08,0,0.16,0.06,0.153,0.8,0.1,0.0992,0.1433,high,0.17,0.12,0.2,1,1,0,0.3
0.1545,0,0.13,1,0.15,1,0.35,0.01,0.173,0.5,0.2,0.0115,0.1352,high,0.14,0.09,0.06,1,0,1,0.3
0.1871,0,0.21000000000000002,0,0.04,1,0.41,0.04,0.144,0.8,0.05,0.0275,0.1966,high,0.15,0.08,0.11,1,0,0,0.3
0.1729,1,0.21000000000000002,1,0.01,0,0.12,0.09,0.186,0.1,0.06,0.0461,0.1178,mid,0.09,0.04,0.05,1,0,1,0.1
0.068,1,0.21000000000000002,1,0.09,1,0.09,0.01,0.131,0.3,0.11,0.1428,0.15,mid,0.14,0.02,0.17,1,0,0,0.2
0.1106,1,0.19,0,0.04,0,0.54,0.06999999999999999,0.107,0.3,0.09,0.0614,0.1212,mid,0.09,0.03,0.09,1,0,1,0.2
0.0635,1,0.06,1,0.01,1,0.5,0.03,0.097,0.5,0.13,0.0193,0.0989,mid,0.13,0.12,0.12,1,0,0,0.1
0.0618,0,0.06,0,0.08,0,0.16,0.02,0.143,0.1,0.14,0.1105,0.1602,mid,0.16,0.15,0.04,1,1,0,0.2
0.1671,0,0.05,1,0.13,0,0.05,0.09,0.179,0.8,0.18,0.0398,0.1263,low,0.16,0.06,0.1,1,1,1,0.0
0.1562,1,0.12,1,0.0,1,0.52,0.01,0.105,0.7,0.09,0.048,0.0728,high,0.13,0.1,0.03,1,1,1,0.2
0.1975,1,0.19,1,0.02,0,0.31,0.09,0.151,0.1,0.17,0.0775,0.1607,high,0.13,0.05,0.19,1,0,1,0.3
0.0831,1,0.06999999999999999,0,0.02,1,0.62,0.06999999999999999,0.134,0.8,0.09,0.1482,0.149,mid,0.16,0.12,0.18,1,0,1,0.2
0.1524,1,0.18,1,0.0,0,0.1,0.06,0.174,0.4,0.01,0.0154,0.055,mid,0.16,0.05,0.13,1,0,1,0.2
0.1528,1,0.18,1,0.03,1,0.55,0.08,0.129,0.5,0.06,0.0454,0.1762,low,0.11,0.09,0.11,1,1,1,0.1
0.1447,1,0.25,1,0.02,0,0.09,0.02,0.155,0.8,0.16,0.0737,0.1455,low,0.12,0.11,0.08,1,0,0,0.0
0.1344,0,0.15,0,0.01,0,0.14,0.05,0.19,0.1,0.03,0.0419,0.0556,mid,0.08,0.01,0.05,1,1,0,0.1
0.0564,0,0.3,1,0.01,0,0.08,0.06999999999999999,0.13,0.2,0.03,0.0853,0.1737,mid,0.09,0.02,0.14,1,0,1,0.1
0.0921,0,0.06,1,0.01,0,0.6,0.01,0.083,0.2,0.03,0.1211,0.1229,low,0.1,0.0,0.06,1,0,1,0.0
0.1413,1,0.16999999999999998,0,0.02,0,0.1,0.02,0.2,0.6,0.06,0.0314,0.1606,high,0.05,0.04,0.15,1,1,0,0.2
0.0831,0,0.24,0,0.1,0,0.55,0.05,0.086,0.6,0.12,0.0172,0.1239,low,0.12,0.11,0.03,1,1,0,0.0
0.0802,0,0.05,1,0.03,0,0.43,0.06,0.153,0.5,0.06,0.0527,0.0734,high,0.17,0.13,0.04,1,1,0,0.2
0.1923,0,0.13,0,0.03,0,0.24,0.1,0.086,0.4,0.04,0.0874,0.1264,mid,0.09,0.02,0.15,1,1,0,0.2
0.1193,1,0.3,0,0.1,0,0.56,0.04,0.196,0.3,0.17,0.0674,0.0864,mid,0.19,0.11,0.14,1,1,0,0.2
0.0904,1,0.12,1,0.1,1,0.31,0.08,0.112,0.3,0.11,0.0657,0.1014,high,0.13,0.03,0.19,1,0,0,0.2
0.1285,0,0.24,0,0.01,1,0.51,0.1,0.14,0.7,0.02,0.0475,0.05,mid,0.08,0.0,0.1,1,0,0,0.1
0.1635,0,0.26,1,0.0,1,0.02,0.06,0.182,0.4,0.0,0.1209,0.1411,mid,0.1,0.01,0.02,1,1,0,0.2
0.1923,0,0.1,1,0.05,1,0.14,0.09,0.154,0.4,0.06,0.0015,0.0525,mid,0.13,0.0,0.16,1,0,1,0.2
0.1851,1,0.19,1,0.03,1,0.12,0.09,0.198,0.6,0.11,0.0293,0.1967,low,0.07,0.06,0.14,1,0,1,0.0
0.0727,1,0.15,0,0.0,1,0.32,0.1,0.131,0.7,0.01,0.0813,0.1377,mid,0.19,0.13,0.07,1,0,1,0.1
0.1396,0,0.15,1,0.0,1,0.44,0.01,0.118,0.6,0.01,0.0173,0.1843,low,0.07,0.01,0.08,1,1,1,0.1
0.0877,0,0.13,1,0.09,1,0.46,0.08,0.135,0.1,0.14,0.0457,0.0652,high,0.14,0.12,0.06,1,0,0,0.2
0.0696,1,0.24,0,0.11,1,0.35,0.02,0.103,0.3,0.13,0.0533,0.0797,mid,0.14,0.11,0.04,1,0,1,0.1
0.1009,1,0.1,1,0.02,0,0.02,0.06,0.102,0.8,0.14,0.0912,0.1043,mid,0.07,0.05,0.15,1,0,0,0.1
0.1526,0,0.11000000000000001,1,0.02,1,0.38,0.03,0.116,0.5,0.06,0.0798,0.1418,high,0.07,0.01,0.08,1,1,1,0.3
0.0987,0,0.2,1,0.01,0,0.2,0.08,0.192,0.7,0.03,0.0412,0.0565,low,0.11,0.03,0.08,1,1,0,0.0
0.1414,1,0.22000000000000003,1,0.0,1,0.49,0.05,0.101,0.4,0.01,0.013,0.0887,mid,0.13,0.0,0.12,1,1,0,0.1
0.1732,0,0.08,0,0.02,0,0.61,0.03,0.172,0.5,0.03,0.0201,0.0656,high,0.17,0.11,0.2,1,1,1,0.3
0.1587,1,0.05,0,0.0,0,0.5,0.09,0.148,0.8,0.15,0.0299,0.0874,low,0.17,0.04,0.04,1,0,1,0.0
0.1097,0,0.08,0,0.1,1,0.21,0.01,0.16,0.7,0.15,0.1277,0.1352,mid,0.15,0.06,0.12,1,0,1,0.2
0.0504,0,0.27999999999999997,1,0.0,0,0.4,0.05,0.178,0.3,0.0,0.0626,0.1195,low,0.06,0.0,0.16,1,0,0,0.0
0.1159,0,0.27,0,0.13,1,0.28,0.02,0.08,0.8,0.18,0.0378,0.0751,mid,0.1,0.0,0.09,1,1,1,0.2
0.191,0,0.13999999999999999,0,0.0,0,0.29,0.06,0.146,0.7,0.02,0.0333,0.0639,high,0.08,0.07,0.02,1,1,1,0.2
0.0865,0,0.12,1,0.08,0,0.59,0.01,0.159,0.3,0.09,0.0805,0.1804,mid,0.16,0.11,0.19,1,0,1,0.2
0.193,1,0.2,0,0.11,0,0.16,0.08,0.186,0.8,0.12,0.1901,0.192,mid,0.17,0.03,0.13,1,0,1,0.2
0.086,1,0.13,1,0.08,1,0.4,0.06999999999999999,0.17,0.3,0.13,0.1573,0.1581,high,0.13,0.07,0.2,1,1,1,0.2
0.1268,1,0.29,0,0.09,1,0.42,0.09,0.182,0.6,0.17,0.036,0.0912,low,0.11,0.05,0.2,1,1,0,0.0
0.0999,1,0.18,1,0.0,1,0.27,0.01,0.167,0.4,0.01,0.002,0.0745,low,0.17,0.1,0.05,1,0,0,0.0
0.0622,0,0.06999999999999999,0,0.0,1,0.09,0.03,0.127,0.2,0.0,0.0098,0.0511,high,0.13,0.01,0.05,1,0,1,0.2
0.125,1,0.13999999999999999,0,0.08,0,0.44,0.02,0.182,0.7,0.2,0.0703,0.1011,mid,0.14,0.01,0.14,1,0,0,0.1
0.0763,1,0.05,0,0.09,1,0.51,0.03,0.104,0.5,0.12,0.0273,0.1278,high,0.11,0.06,0.09,1,1,1,0.2
0.11,1,0.16,0,0.12,0,0.15,0.01,0.112,0.8,0.14,0.0919,0.1344,low,0.12,0.02,0.16,1,1,1,0.0
0.0815,0,0.2,1,0.04,0,0.51,0.03,0.085,0.6,0.12,0.0982,0.1291,high,0.05,0.04,0.06,1,0,1,0.3
0.0618,1,0.05,1,0.02,1,0.57,0.02,0.088,0.3,0.07,0.0879,0.0896,mid,0.18,0.15,0.17,1,1,1,0.1
0.0553,1,0.22000000000000003,1,0.0,1,0.18,0.06999999999999999,0.136,0.2,0.01,0.1287,0.1892,high,0.12,0.1,0.2,1,0,0,0.3
0.0673,1,0.22000000000000003,1,0.02,0,0.03,0.04,0.084,0.2,0.09,0.1109,0.1247,high,0.19,0.02,0.09,1,1,1,0.2
0.0563,0,0.2,1,0.03,0,0.47,0.03,0.115,0.7,0.12,0.0211,0.0684,high,0.14,0.04,0.15,1,0,0,0.2
0.159,0,0.15,1,0.12,1,0.14,0.05,0.187,0.4,0.15,0.1058,0.1109,high,0.06,0.05,0.04,1,0,0,0.3
0.1031,1,0.21000000000000002,1,0.02,1,0.11,0.01,0.121,0.2,0.09,0.0532,0.1247,mid,0.11,0.07,0.16,1,0,0,0.2
0.0909,1,0.05,1,0.09,0,0.3,0.04,0.097,0.3,0.1,0.029,0.0773,low,0.12,0.0,0.04,1,1,1,0.0
0.188,0,0.05,0,0.0,1,0.07,0.06,0.104,0.4,0.01,0.089,0.1019,high,0.09,0.0,0.03,1,1,0,0.3
0.1479,1,0.18,1,0.0,1,0.24,0.01,0.146,0.6,0.0,0.0327,0.0645,high,0.12,0.1,0.05,1,0,0,0.3
0.1271,0,0.15,1,0.0,0,0.02,0.09,0.161,0.1,0.01,0.126,0.1788,low,0.15,0.13,0.2,1,1,0,0.1
0.0709,0,0.19,0,0.11,1,0.13,0.01,0.081,0.8,0.15,0.057,0.1422,low,0.17,0.11,0.05,1,1,1,0.0
0.1744,0,0.27999999999999997,0,0.0,1,0.62,0.06999999999999999,0.158,0.1,0.0,0.0621,0.1558,low,0.1,0.06,0.14,1,0,0,0.0
0.1314,1,0.22000000000000003,0,0.0,1,0.4,0.08,0.116,0.7,0.01,0.0328,0.1858,high,0.09,0.08,0.17,1,1,1,0.3
0.1136,0,0.05,0,0.0,1,0.09,0.09,0.15,0.6,0.02,0.1307,0.1767,mid,0.09,0.05,0.16,1,0,1,0.2
0.1039,1,0.27,0,0.11,0,0.56,0.03,0.125,0.8,0.13,0.0497,0.0618,high,0.14,0.08,0.05,1,1,1,0.2
0.13,1,0.05,0,0.05,0,0.62,0.01,0.156,0.6,0.07,0.0219,0.1037,low,0.15,0.03,0.1,1,1,0,0.0
0.0732,1,0.22999999999999998,1,0.07,1,0.39,0.06,0.188,0.7,0.11,0.1163,0.1554,high,0.19,0.03,0.15,1,1,1,0.3
0.0511,0,0.06999999999999999,1,0.01,1,0.52,0.06999999999999999,0.18,0.2,0.1,0.0024,0.0759,high,0.08,0.03,0.07,1,0,1,0.2
0.1092,1,0.05,1,0.1,0,0.11,0.05,0.167,0.3,0.14,0.0468,0.0571,low,0.14,0.04,0.11,1,1,0,0.0
0.0921,1,0.22000000000000003,1,0.12,1,0.1,0.01,0.17,0.7,0.18,0.1272,0.1469,high,0.08,0.02,0.11,1,1,0,0.3
0.103,1,0.05,0,0.04,1,0.37,0.06999999999999999,0.147,0.1,0.08,0.0503,0.0551,high,0.08,0.06,0.12,1,0,1,0.2
0.113,0,0.18,1,0.0,0,0.27,0.09,0.101,0.1,0.08,0.1495,0.1579,low,0.14,0.05,0.11,1,1,0,0.0
0.1299,0,0.27999999999999997,1,0.02,0,0.6,0.08,0.187,0.8,0.06,0.1333,0.1838,low,0.13,0.01,0.2,1,1,1,0.1
0.1009,1,0.27999999999999997,1,0.07,1,0.02,0.06,0.115,0.7,0.15,0.0267,0.1841,mid,0.19,0.08,0.13,1,0,0,0.2
0.1735,0,0.18,1,0.16,0,0.34,0.01,0.14,0.2,0.17,0.0149,0.0876,mid,0.17,0.15,0.19,1,0,1,0.2
0.1129,1,0.27999999999999997,1,0.0,0,0.49,0.05,0.185,0.2,0.02,0.107,0.1079,mid,0.08,0.04,0.05,1,1,1,0.1
0.0708,0,0.19,0,0.0,0,0.26,0.03,0.116,0.7,0.01,0.0206,0.062,low,0.1,0.06,0.16,1,1,1,0.0
0.0894,0,0.06999999999999999,0,0.02,1,0.58,0.01,0.123,0.2,0.03,0.0158,0.0747,high,0.12,0.07,0.02,1,0,0,0.2
